"","treatment","woreAnticonflictWristband","studentID","eligible","hasOlderSiblings","friend1","friend2","friend3","friend4","friend5","friend6","friend7","friend8","friend9","friend10","grade","black","female","school_id","student_block","hasCellphone","hasCollegePlan","hispanic"
"8100",0,1,"SCHID48_STID9",0,1,"SCHID48_STID50","SCHID48_STID54","SCHID48_STID7","SCHID48_STID71","SCHID48_STID59","SCHID48_STID49",NA,NA,NA,NA,7,1,1,48,0,0,1,0
"8101",0,1,"SCHID48_STID10",0,0,"SCHID48_STID2","SCHID48_STID38","SCHID48_STID101","SCHID48_STID62","SCHID48_STID65","SCHID48_STID91","SCHID48_STID53","SCHID48_STID60","SCHID48_STID57","SCHID48_STID113",7,0,1,48,0,1,1,1
"8102",0,1,"SCHID48_STID11",0,1,"SCHID48_STID49","SCHID48_STID24","SCHID48_STID76","SCHID48_STID46","SCHID48_STID134","SCHID48_STID65",NA,NA,NA,NA,7,0,1,48,0,1,1,0
"8103",0,1,"SCHID48_STID12",0,0,"SCHID48_STID68","SCHID48_STID220","SCHID48_STID173","SCHID48_STID213","SCHID48_STID177","SCHID48_STID230","SCHID48_STID233","SCHID48_STID8","SCHID48_STID73","SCHID48_STID27",7,0,1,48,0,1,1,1
"8104",0,0,"SCHID48_STID13",0,0,"SCHID48_STID26","SCHID48_STID5","SCHID48_STID78","SCHID48_STID40","SCHID48_STID44",NA,NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8105",0,1,"SCHID48_STID14",0,0,"SCHID48_STID13","SCHID48_STID57","SCHID48_STID50","SCHID48_STID26",NA,NA,NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8106",0,1,"SCHID48_STID15",0,0,"SCHID48_STID1","SCHID48_STID48","SCHID48_STID66","SCHID48_STID62","SCHID48_STID68","SCHID48_STID3","SCHID48_STID47","SCHID48_STID69","SCHID48_STID78","SCHID48_STID24",7,0,1,48,0,1,1,0
"8107",0,1,"SCHID48_STID16",0,0,"SCHID48_STID208","SCHID48_STID112","SCHID48_STID24","SCHID48_STID136","SCHID48_STID35","SCHID48_STID255","SCHID48_STID168","SCHID48_STID141","SCHID48_STID127","SCHID48_STID68",7,1,0,48,0,1,1,0
"8108",0,NA,"SCHID48_STID17",0,1,"SCHID48_STID21","SCHID48_STID57","SCHID48_STID70","SCHID48_STID55","SCHID48_STID51","SCHID48_STID28",NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8109",0,1,"SCHID48_STID18",0,1,"SCHID48_STID65","SCHID48_STID107","SCHID48_STID45","SCHID48_STID50","SCHID48_STID55","SCHID48_STID113","SCHID48_STID162",NA,NA,NA,7,1,1,48,0,1,1,0
"8110",0,1,"SCHID48_STID20",0,1,"SCHID48_STID84","SCHID48_STID63","SCHID48_STID82","SCHID48_STID46","SCHID48_STID49","SCHID48_STID21","SCHID48_STID31","SCHID48_STID38","SCHID48_STID9","SCHID48_STID23",7,1,1,48,0,1,1,1
"8111",0,1,"SCHID48_STID21",0,1,"SCHID48_STID17","SCHID48_STID55","SCHID48_STID31","SCHID48_STID51","SCHID48_STID172","SCHID48_STID59",NA,NA,NA,NA,7,NA,1,48,0,1,1,NA
"8112",0,1,"SCHID48_STID24",0,1,"SCHID48_STID11","SCHID48_STID65","SCHID48_STID134","SCHID48_STID163","SCHID48_STID203","SCHID48_STID208","SCHID48_STID35","SCHID48_STID300","SCHID48_STID127","SCHID48_STID112",7,0,1,48,0,1,1,1
"8113",0,0,"SCHID48_STID26",0,1,"SCHID48_STID13","SCHID48_STID14","SCHID48_STID30","SCHID48_STID78","SCHID48_STID5","SCHID48_STID46","SCHID48_STID113","SCHID48_STID79","SCHID48_STID10","SCHID48_STID40",7,0,1,48,0,1,1,0
"8114",1,1,"SCHID48_STID27",1,1,"SCHID48_STID73","SCHID48_STID8","SCHID48_STID49","SCHID48_STID96","SCHID48_STID168","SCHID48_STID156","SCHID48_STID52",NA,NA,NA,7,0,1,48,2,1,1,0
"8115",0,0,"SCHID48_STID28",0,1,"SCHID48_STID55","SCHID48_STID51","SCHID48_STID57","SCHID48_STID17","SCHID48_STID21","SCHID48_STID14",NA,NA,NA,NA,7,0,1,48,0,1,1,0
"8116",0,1,"SCHID48_STID29",1,1,"SCHID48_STID15","SCHID48_STID189","SCHID48_STID149","SCHID48_STID131","SCHID48_STID129","SCHID48_STID68","SCHID48_STID75","SCHID48_STID77","SCHID48_STID83","SCHID48_STID107",7,0,1,48,4,1,1,1
"8117",1,0,"SCHID48_STID30",1,0,"SCHID48_STID80","SCHID48_STID31","SCHID48_STID3","SCHID48_STID10","SCHID48_STID33","SCHID48_STID35","SCHID48_STID60","SCHID48_STID67","SCHID48_STID62",NA,7,0,1,48,4,1,1,1
"8118",0,0,"SCHID48_STID31",0,0,"SCHID48_STID2","SCHID48_STID21","SCHID48_STID10","SCHID48_STID30","SCHID48_STID51","SCHID48_STID54","SCHID48_STID17","SCHID48_STID26","SCHID48_STID49","SCHID48_STID83",7,0,1,48,0,1,1,0
"8119",0,0,"SCHID48_STID32",0,1,"SCHID48_STID41","SCHID48_STID72","SCHID48_STID76","SCHID48_STID84","SCHID48_STID34","SCHID48_STID36","SCHID48_STID98","SCHID48_STID135","SCHID48_STID61","SCHID48_STID37",7,0,1,48,0,1,1,1
"8120",1,1,"SCHID48_STID33",1,1,"SCHID48_STID80","SCHID48_STID27","SCHID48_STID3","SCHID48_STID30","SCHID48_STID52","SCHID48_STID47","SCHID48_STID48","SCHID48_STID101","SCHID48_STID156","SCHID48_STID32",7,0,1,48,2,1,1,1
"8121",0,0,"SCHID48_STID34",0,0,"SCHID48_STID41","SCHID48_STID4","SCHID48_STID36","SCHID48_STID98","SCHID48_STID135","SCHID48_STID77","SCHID48_STID32","SCHID48_STID42","SCHID48_STID23",NA,7,0,1,48,0,1,1,1
"8122",0,0,"SCHID48_STID35",0,1,"SCHID48_STID3","SCHID48_STID38","SCHID48_STID80","SCHID48_STID30","SCHID48_STID47","SCHID48_STID33","SCHID48_STID49","SCHID48_STID52","SCHID48_STID65","SCHID48_STID51",7,0,1,48,0,1,0,1
"8123",0,1,"SCHID48_STID36",0,1,"SCHID48_STID252","SCHID48_STID61","SCHID48_STID34","SCHID48_STID41","SCHID48_STID32","SCHID48_STID36","SCHID48_STID69","SCHID48_STID77","SCHID48_STID19","SCHID48_STID23",6,0,1,48,0,1,1,1
"8124",0,1,"SCHID48_STID37",0,1,"SCHID48_STID77","SCHID48_STID36","SCHID48_STID23","SCHID48_STID24","SCHID48_STID83","SCHID48_STID55","SCHID48_STID100","SCHID48_STID89",NA,NA,7,0,1,48,0,1,1,1
"8125",0,NA,"SCHID48_STID38",0,1,"SCHID48_STID83","SCHID48_STID75","SCHID48_STID10","SCHID48_STID239","SCHID48_STID60","SCHID48_STID23","SCHID48_STID111","SCHID48_STID7","SCHID48_STID43","SCHID48_STID53",7,0,1,48,0,1,1,1
"8126",0,0,"SCHID48_STID40",0,1,"SCHID48_STID78","SCHID48_STID5","SCHID48_STID13","SCHID48_STID169","SCHID48_STID48",NA,NA,NA,NA,NA,7,0,1,48,0,1,1,0
"8127",0,1,"SCHID48_STID41",0,1,"SCHID48_STID34","SCHID48_STID36","SCHID48_STID32","SCHID48_STID19","SCHID48_STID4","SCHID48_STID76","SCHID48_STID37","SCHID48_STID77",NA,NA,7,0,1,48,0,1,1,1
"8128",0,0,"SCHID48_STID42",0,0,"SCHID48_STID34","SCHID48_STID4","SCHID48_STID76","SCHID48_STID65","SCHID48_STID72","SCHID48_STID19",NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8129",0,1,"SCHID48_STID43",0,1,"SCHID48_STID2","SCHID48_STID53","SCHID48_STID38","SCHID48_STID209","SCHID48_STID239","SCHID48_STID45",NA,NA,NA,NA,7,1,1,48,0,1,1,0
"8130",0,1,"SCHID48_STID44",0,0,"SCHID48_STID2","SCHID48_STID75","SCHID48_STID64","SCHID48_STID83","SCHID48_STID38","SCHID48_STID87","SCHID48_STID203","SCHID48_STID161","SCHID48_STID116","SCHID48_STID35",7,0,1,48,0,1,1,1
"8131",1,1,"SCHID48_STID45",1,1,"SCHID48_STID18","SCHID48_STID65","SCHID48_STID2","SCHID48_STID1","SCHID48_STID15","SCHID48_STID118","SCHID48_STID166","SCHID48_STID101","SCHID48_STID162","SCHID48_STID43",7,0,1,48,4,1,1,0
"8132",0,1,"SCHID48_STID46",0,1,"SCHID48_STID20","SCHID48_STID147","SCHID48_STID57","SCHID48_STID82","SCHID48_STID63","SCHID48_STID84","SCHID48_STID33","SCHID48_STID139","SCHID48_STID11","SCHID48_STID49",7,0,1,48,0,1,1,1
"8133",0,NA,"SCHID48_STID48",0,1,"SCHID48_STID3","SCHID48_STID80","SCHID48_STID15","SCHID48_STID93","SCHID48_STID152","SCHID48_STID163","SCHID48_STID220","SCHID48_STID47","SCHID48_STID115","SCHID48_STID7",7,0,1,48,0,1,1,1
"8134",0,1,"SCHID48_STID49",1,1,"SCHID48_STID47","SCHID48_STID8","SCHID48_STID11","SCHID48_STID20","SCHID48_STID46","SCHID48_STID73","SCHID48_STID35","SCHID48_STID9","SCHID48_STID67",NA,7,0,1,48,2,1,1,1
"8135",0,1,"SCHID48_STID50",0,0,"SCHID48_STID54","SCHID48_STID7","SCHID48_STID9","SCHID48_STID18","SCHID48_STID45","SCHID48_STID177",NA,NA,NA,NA,7,0,1,48,0,1,1,0
"8136",0,NA,"SCHID48_STID51",0,0,"SCHID48_STID28","SCHID48_STID38","SCHID48_STID10","SCHID48_STID68","SCHID48_STID70","SCHID48_STID7","SCHID48_STID83","SCHID48_STID43",NA,NA,7,0,1,48,0,1,1,0
"8137",0,1,"SCHID48_STID52",0,1,"SCHID48_STID80","SCHID48_STID25","SCHID48_STID31","SCHID48_STID48","SCHID48_STID3","SCHID48_STID33","SCHID48_STID35",NA,NA,NA,7,0,1,48,0,1,1,0
"8138",0,1,"SCHID48_STID53",0,1,"SCHID48_STID43","SCHID48_STID44","SCHID48_STID38","SCHID48_STID52","SCHID48_STID65","SCHID48_STID30","SCHID48_STID96","SCHID48_STID101","SCHID48_STID83",NA,7,0,1,48,0,1,1,1
"8139",0,0,"SCHID48_STID54",0,0,"SCHID48_STID71","SCHID48_STID7","SCHID48_STID9","SCHID48_STID50","SCHID48_STID59",NA,NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8140",0,1,"SCHID48_STID55",0,0,"SCHID48_STID17","SCHID48_STID21","SCHID48_STID24","SCHID48_STID42","SCHID48_STID50","SCHID48_STID51","SCHID48_STID57","SCHID48_STID83","SCHID48_STID14","SCHID48_STID64",7,0,1,48,0,1,1,1
"8141",0,NA,"SCHID48_STID56",0,0,"SCHID48_STID19","SCHID48_STID74","SCHID48_STID119","SCHID48_STID157","SCHID48_STID64",NA,NA,NA,NA,NA,7,NA,1,48,0,0,1,NA
"8142",0,NA,"SCHID48_STID57",1,1,"SCHID48_STID17","SCHID48_STID55","SCHID48_STID51","SCHID48_STID28","SCHID48_STID46",NA,NA,NA,NA,NA,7,0,1,48,4,0,1,1
"8143",0,0,"SCHID48_STID59",1,1,"SCHID48_STID71","SCHID48_STID54","SCHID48_STID83","SCHID48_STID7","SCHID48_STID9","SCHID48_STID50",NA,NA,NA,NA,7,0,1,48,4,1,1,1
"8144",0,0,"SCHID48_STID60",0,1,"SCHID48_STID3","SCHID48_STID77","SCHID48_STID37","SCHID48_STID131","SCHID48_STID23","SCHID48_STID38","SCHID48_STID93","SCHID48_STID152","SCHID48_STID2","SCHID48_STID150",7,0,1,48,0,1,1,1
"8145",0,1,"SCHID48_STID61",0,0,"SCHID48_STID36","SCHID48_STID72","SCHID48_STID19","SCHID48_STID65","SCHID48_STID41","SCHID48_STID33","SCHID48_STID32","SCHID48_STID56",NA,NA,7,0,1,48,0,1,1,1
"8146",0,1,"SCHID48_STID62",0,1,"SCHID48_STID1","SCHID48_STID15","SCHID48_STID239","SCHID48_STID161","SCHID48_STID43","SCHID48_STID12","SCHID48_STID68","SCHID48_STID2","SCHID48_STID67","SCHID48_STID185",7,0,1,48,0,1,1,0
"8147",0,1,"SCHID48_STID63",0,0,"SCHID48_STID73","SCHID48_STID27","SCHID48_STID20","SCHID48_STID133","SCHID48_STID207","SCHID48_STID82",NA,NA,NA,NA,7,0,1,48,0,0,1,1
"8148",0,0,"SCHID48_STID64",0,0,"SCHID48_STID44","SCHID48_STID38","SCHID48_STID24","SCHID48_STID161","SCHID48_STID189","SCHID48_STID29","SCHID48_STID65","SCHID48_STID2","SCHID48_STID7","SCHID48_STID100",7,0,1,48,0,1,1,1
"8149",0,0,"SCHID48_STID65",0,1,"SCHID48_STID24","SCHID48_STID101","SCHID48_STID110","SCHID48_STID96","SCHID48_STID35","SCHID48_STID72","SCHID48_STID41","SCHID48_STID61","SCHID48_STID229",NA,7,NA,1,48,0,1,1,NA
"8150",0,0,"SCHID48_STID66",0,0,"SCHID48_STID58","SCHID48_STID195","SCHID48_STID15",NA,NA,NA,NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8151",0,1,"SCHID48_STID67",0,0,"SCHID48_STID8","SCHID48_STID27","SCHID48_STID168","SCHID48_STID156","SCHID48_STID53","SCHID48_STID63","SCHID48_STID177","SCHID48_STID220","SCHID48_STID230","SCHID48_STID233",7,0,1,48,0,1,1,1
"8152",0,0,"SCHID48_STID68",0,1,"SCHID48_STID12","SCHID48_STID66","SCHID48_STID15","SCHID48_STID29","SCHID48_STID1",NA,NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8153",0,1,"SCHID48_STID69",0,1,"SCHID48_STID15","SCHID48_STID23","SCHID48_STID19","SCHID48_STID37","SCHID48_STID36","SCHID48_STID41",NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8154",0,1,"SCHID48_STID70",0,1,"SCHID48_STID51","SCHID48_STID17","SCHID48_STID54","SCHID48_STID132","SCHID48_STID57","SCHID48_STID45","SCHID48_STID38","SCHID48_STID10","SCHID48_STID78","SCHID48_STID72",7,0,1,48,0,1,1,0
"8155",0,1,"SCHID48_STID71",1,1,"SCHID48_STID54","SCHID48_STID59","SCHID48_STID50","SCHID48_STID9","SCHID48_STID7",NA,NA,NA,NA,NA,7,NA,1,48,4,1,1,NA
"8156",0,1,"SCHID48_STID72",0,0,"SCHID48_STID41","SCHID48_STID32","SCHID48_STID23","SCHID48_STID69","SCHID48_STID98","SCHID48_STID135","SCHID48_STID65","SCHID48_STID61","SCHID48_STID76","SCHID48_STID77",7,0,1,48,0,1,1,1
"8157",0,1,"SCHID48_STID73",0,1,"SCHID48_STID27","SCHID48_STID8","SCHID48_STID49","SCHID48_STID47","SCHID48_STID53","SCHID48_STID52","SCHID48_STID50","SCHID48_STID96","SCHID48_STID164","SCHID48_STID220",7,0,1,48,0,1,1,0
"8158",1,1,"SCHID48_STID74",1,0,"SCHID48_STID56","SCHID48_STID19","SCHID48_STID67","SCHID48_STID61",NA,NA,NA,NA,NA,NA,7,0,1,48,4,1,0,0
"8159",0,1,"SCHID48_STID75",0,0,"SCHID48_STID44","SCHID48_STID83","SCHID48_STID38","SCHID48_STID43","SCHID48_STID2","SCHID48_STID239","SCHID48_STID29",NA,NA,NA,7,0,1,48,0,1,1,1
"8160",0,1,"SCHID48_STID76",0,0,"SCHID48_STID4","SCHID48_STID34","SCHID48_STID42","SCHID48_STID102","SCHID48_STID144","SCHID48_STID65",NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8161",1,1,"SCHID48_STID77",1,1,"SCHID48_STID37","SCHID48_STID36","SCHID48_STID60","SCHID48_STID19","SCHID48_STID68","SCHID48_STID115","SCHID48_STID131","SCHID48_STID134","SCHID48_STID155","SCHID48_STID89",7,0,1,48,2,1,1,1
"8162",0,0,"SCHID48_STID78",0,1,"SCHID48_STID13","SCHID48_STID5","SCHID48_STID26","SCHID48_STID103","SCHID48_STID40",NA,NA,NA,NA,NA,7,1,1,48,0,1,1,0
"8163",0,NA,"SCHID48_STID79",0,1,"SCHID48_STID26","SCHID48_STID31","SCHID48_STID143",NA,NA,NA,NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8164",0,1,"SCHID48_STID80",0,0,"SCHID48_STID52","SCHID48_STID33","SCHID48_STID286","SCHID48_STID30","SCHID48_STID153","SCHID48_STID115","SCHID48_STID25",NA,NA,NA,7,0,1,48,0,1,1,1
"8165",0,1,"SCHID48_STID81",0,1,"SCHID48_STID142","SCHID48_STID174","SCHID48_STID--blank--",NA,NA,NA,NA,NA,NA,NA,7,0,1,48,0,NA,1,1
"8166",0,1,"SCHID48_STID82",0,1,"SCHID48_STID20","SCHID48_STID84","SCHID48_STID63","SCHID48_STID46",NA,NA,NA,NA,NA,NA,7,1,1,48,0,1,1,0
"8167",0,1,"SCHID48_STID83",0,0,"SCHID48_STID38","SCHID48_STID75","SCHID48_STID2","SCHID48_STID55","SCHID48_STID44","SCHID48_STID10","SCHID48_STID64","SCHID48_STID204","SCHID48_STID239","SCHID48_STID60",7,0,1,48,0,1,1,1
"8168",0,1,"SCHID48_STID84",0,1,"SCHID48_STID20","SCHID48_STID63","SCHID48_STID10","SCHID48_STID43","SCHID48_STID156",NA,NA,NA,NA,NA,7,0,1,48,0,1,1,1
"8169",0,1,"SCHID48_STID85",1,1,"SCHID48_STID132","SCHID48_STID167","SCHID48_STID168","SCHID48_STID146","SCHID48_STID128","SCHID48_STID92","SCHID48_STID104","SCHID48_STID119","SCHID48_STID100","SCHID48_STID113",7,0,0,48,1,0,1,0
"8170",0,1,"SCHID48_STID86",0,0,"SCHID48_STID153","SCHID48_STID135","SCHID48_STID98","SCHID48_STID175","SCHID48_STID132","SCHID48_STID139","SCHID48_STID85",NA,NA,NA,7,0,0,48,0,1,1,0
"8171",0,1,"SCHID48_STID87",0,1,"SCHID48_STID77","SCHID48_STID90","SCHID48_STID29","SCHID48_STID49","SCHID48_STID161","SCHID48_STID105","SCHID48_STID173","SCHID48_STID151","SCHID48_STID154","SCHID48_STID43",7,0,0,48,0,1,1,1
"8172",0,0,"SCHID48_STID88",0,1,"SCHID48_STID87","SCHID48_STID90","SCHID48_STID91","SCHID48_STID94","SCHID48_STID96","SCHID48_STID108","SCHID48_STID110","SCHID48_STID122","SCHID48_STID127","SCHID48_STID161",7,0,0,48,0,1,1,0
"8173",0,1,"SCHID48_STID89",0,1,"SCHID48_STID155","SCHID48_STID100","SCHID48_STID131","SCHID48_STID151","SCHID48_STID129","SCHID48_STID150","SCHID48_STID152","SCHID48_STID77","SCHID48_STID93","SCHID48_STID108",7,0,0,48,0,1,1,1
"8174",0,1,"SCHID48_STID90",0,1,"SCHID48_STID23","SCHID48_STID29","SCHID48_STID96","SCHID48_STID301","SCHID48_STID139","SCHID48_STID137","SCHID48_STID154","SCHID48_STID87","SCHID48_STID153","SCHID48_STID3",7,1,0,48,0,1,0,1
"8175",0,1,"SCHID48_STID91",0,1,"SCHID48_STID113","SCHID48_STID10","SCHID48_STID160","SCHID48_STID170","SCHID48_STID103","SCHID48_STID101","SCHID48_STID95","SCHID48_STID166","SCHID48_STID104","SCHID48_STID85",7,0,0,48,0,0,1,1
"8176",0,0,"SCHID48_STID92",1,1,"SCHID48_STID95","SCHID48_STID138","SCHID48_STID128","SCHID48_STID74","SCHID48_STID56","SCHID48_STID132","SCHID48_STID85",NA,NA,NA,7,0,0,48,1,0,1,1
"8177",0,NA,"SCHID48_STID93",0,0,"SCHID48_STID129","SCHID48_STID152","SCHID48_STID161","SCHID48_STID251","SCHID48_STID112","SCHID48_STID68","SCHID48_STID1","SCHID48_STID77","SCHID48_STID150","SCHID48_STID131",7,1,0,48,0,1,1,0
"8178",0,0,"SCHID48_STID94",0,1,"SCHID48_STID110","SCHID48_STID143","SCHID48_STID88",NA,NA,NA,NA,NA,NA,NA,7,0,0,48,0,0,1,1
"8179",0,1,"SCHID48_STID95",0,0,"SCHID48_STID101","SCHID48_STID118","SCHID48_STID62","SCHID48_STID114","SCHID48_STID103","SCHID48_STID105","SCHID48_STID43","SCHID48_STID166",NA,NA,7,0,0,48,0,1,1,1
"8180",0,1,"SCHID48_STID96",0,1,"SCHID48_STID182","SCHID48_STID73","SCHID48_STID27","SCHID48_STID152","SCHID48_STID138","SCHID48_STID139",NA,NA,NA,NA,7,0,0,48,0,0,1,0
"8181",0,1,"SCHID48_STID99",0,0,"SCHID48_STID145","SCHID48_STID16","SCHID48_STID144","SCHID48_STID105","SCHID48_STID130",NA,NA,NA,NA,NA,7,0,0,48,0,1,0,1
"8182",0,1,"SCHID48_STID100",0,0,"SCHID48_STID93","SCHID48_STID152","SCHID48_STID89","SCHID48_STID151","SCHID48_STID155","SCHID48_STID98","SCHID48_STID137","SCHID48_STID112","SCHID48_STID129","SCHID48_STID150",7,0,0,48,0,1,1,1
"8183",0,1,"SCHID48_STID101",0,0,"SCHID48_STID95","SCHID48_STID166","SCHID48_STID147","SCHID48_STID10","SCHID48_STID144","SCHID48_STID96","SCHID48_STID112","SCHID48_STID100","SCHID48_STID111","SCHID48_STID113",7,0,0,48,0,1,1,0
"8184",0,1,"SCHID48_STID102",0,0,"SCHID48_STID132","SCHID48_STID85","SCHID48_STID76","SCHID48_STID98","SCHID48_STID101","SCHID48_STID104","SCHID48_STID166","SCHID48_STID147","SCHID48_STID153","SCHID48_STID157",7,0,0,48,0,1,NA,1
"8185",0,0,"SCHID48_STID103",0,1,"SCHID48_STID13","SCHID48_STID48","SCHID48_STID5","SCHID48_STID101","SCHID48_STID169","SCHID48_STID114",NA,NA,NA,NA,7,0,0,48,0,1,0,1
"8186",0,1,"SCHID48_STID104",0,0,"SCHID48_STID140","SCHID48_STID113","SCHID48_STID158","SCHID48_STID166","SCHID48_STID136","SCHID48_STID170","SCHID48_STID294","SCHID48_STID255","SCHID48_STID112",NA,7,0,0,48,0,1,1,0
"8187",0,1,"SCHID48_STID105",0,0,"SCHID48_STID166","SCHID48_STID101","SCHID48_STID104","SCHID48_STID150","SCHID48_STID98","SCHID48_STID118",NA,NA,NA,NA,7,0,0,48,0,1,1,0
"8188",0,NA,"SCHID48_STID106",0,1,"SCHID48_STID92","SCHID48_STID111","SCHID48_STID167","SCHID48_STID138","SCHID48_STID128","SCHID48_STID101","SCHID48_STID153","SCHID48_STID132",NA,NA,7,0,0,48,0,1,1,1
"8189",1,1,"SCHID48_STID108",1,1,"SCHID48_STID150","SCHID48_STID257","SCHID48_STID121","SCHID48_STID131","SCHID48_STID161","SCHID48_STID261","SCHID48_STID302","SCHID48_STID309","SCHID48_STID251","SCHID48_STID256",7,0,0,48,3,1,1,1
"8190",0,NA,"SCHID48_STID109",0,0,"SCHID48_STID143","SCHID48_STID304","SCHID48_STID--blank--",NA,NA,"SCHID48_STID304",NA,NA,NA,NA,7,NA,0,48,0,NA,NA,NA
"8191",0,1,"SCHID48_STID110",1,1,"SCHID48_STID88","SCHID48_STID79","SCHID48_STID126","SCHID48_STID122","SCHID48_STID161","SCHID48_STID159","SCHID48_STID143","SCHID48_STID107","SCHID48_STID164","SCHID48_STID149",7,0,0,48,1,1,1,1
"8192",0,1,"SCHID48_STID111",0,0,"SCHID48_STID124","SCHID48_STID98","SCHID48_STID135","SCHID48_STID137","SCHID48_STID167","SCHID48_STID116","SCHID48_STID153","SCHID48_STID161",NA,NA,7,1,0,48,0,0,1,0
"8193",1,1,"SCHID48_STID112",1,1,"SCHID48_STID127","SCHID48_STID104","SCHID48_STID93","SCHID48_STID294","SCHID48_STID300","SCHID48_STID158","SCHID48_STID105","SCHID48_STID16","SCHID48_STID256","SCHID48_STID165",7,0,0,48,1,1,1,0
"8194",1,NA,"SCHID48_STID113",1,0,"SCHID48_STID91","SCHID48_STID140","SCHID48_STID170","SCHID48_STID166","SCHID48_STID101","SCHID48_STID10","SCHID48_STID104","SCHID48_STID276","SCHID48_STID287","SCHID48_STID130",7,0,0,48,3,NA,0,0
"8195",0,1,"SCHID48_STID114",0,0,"SCHID48_STID163","SCHID48_STID141","SCHID48_STID85","SCHID48_STID29","SCHID48_STID4","SCHID48_STID142","SCHID48_STID81","SCHID48_STID103","SCHID48_STID166","SCHID48_STID101",7,0,0,48,0,0,1,1
"8196",0,NA,"SCHID48_STID115",0,1,"SCHID48_STID271","SCHID48_STID297","SCHID48_STID24","SCHID48_STID77","SCHID48_STID119","SCHID48_STID157","SCHID48_STID328","SCHID48_STID251","SCHID48_STID108","SCHID48_STID278",7,NA,0,48,0,1,1,NA
"8197",0,0,"SCHID48_STID116",0,0,"SCHID48_STID111","SCHID48_STID124","SCHID48_STID137","SCHID48_STID135","SCHID48_STID98","SCHID48_STID107","SCHID48_STID162","SCHID48_STID300","SCHID48_STID90",NA,7,1,0,48,0,1,0,0
"8198",0,NA,"SCHID48_STID117",0,1,"SCHID48_STID169","SCHID48_STID101","SCHID48_STID104","SCHID48_STID141","SCHID48_STID80",NA,NA,NA,NA,NA,7,0,0,48,0,1,1,0
"8199",0,NA,"SCHID48_STID118",0,0,"SCHID48_STID95","SCHID48_STID101","SCHID48_STID153","SCHID48_STID105","SCHID48_STID147","SCHID48_STID166","SCHID48_STID104","SCHID48_STID136","SCHID48_STID222",NA,7,0,0,48,0,1,1,1
"8200",0,0,"SCHID48_STID120",0,0,"SCHID48_STID--blank--","SCHID48_STID--blank--","SCHID48_STID--blank--",NA,NA,NA,NA,NA,NA,NA,7,0,0,48,0,1,1,1
"8201",0,0,"SCHID48_STID122",0,1,"SCHID48_STID62","SCHID48_STID80","SCHID48_STID149","SCHID48_STID161","SCHID48_STID163","SCHID48_STID108","SCHID48_STID162","SCHID48_STID87","SCHID48_STID100","SCHID48_STID107",7,0,0,48,0,1,0,1
"8202",0,1,"SCHID48_STID123",0,0,"SCHID48_STID137","SCHID48_STID98","SCHID48_STID135","SCHID48_STID307","SCHID48_STID111","SCHID48_STID107",NA,NA,NA,NA,7,0,0,48,0,0,1,1
"8203",0,0,"SCHID48_STID124",0,1,"SCHID48_STID111","SCHID48_STID116","SCHID48_STID123","SCHID48_STID137","SCHID48_STID148","SCHID48_STID135","SCHID48_STID98","SCHID48_STID115","SCHID48_STID167","SCHID48_STID139",7,0,0,48,0,1,1,1
"8204",0,NA,"SCHID48_STID126",1,0,"SCHID48_STID88","SCHID48_STID122","SCHID48_STID110","SCHID48_STID107","SCHID48_STID161",NA,NA,NA,NA,NA,7,1,0,48,1,1,1,0
"8205",1,NA,"SCHID48_STID127",1,0,"SCHID48_STID112","SCHID48_STID300","SCHID48_STID165","SCHID48_STID107","SCHID48_STID151","SCHID48_STID16","SCHID48_STID136","SCHID48_STID294",NA,NA,7,1,0,48,1,1,0,0
"8206",1,0,"SCHID48_STID128",1,1,"SCHID48_STID138","SCHID48_STID92","SCHID48_STID167","SCHID48_STID106","SCHID48_STID85",NA,NA,NA,NA,NA,7,0,0,48,3,1,1,0
"8207",0,1,"SCHID48_STID129",0,1,"SCHID48_STID93","SCHID48_STID152","SCHID48_STID131","SCHID48_STID306","SCHID48_STID251","SCHID48_STID253",NA,NA,NA,NA,7,0,0,48,0,1,1,1
"8208",0,0,"SCHID48_STID130",0,0,"SCHID48_STID13","SCHID48_STID129","SCHID48_STID166","SCHID48_STID91","SCHID48_STID95","SCHID48_STID60","SCHID48_STID3","SCHID48_STID140","SCHID48_STID160","SCHID48_STID297",7,0,0,48,0,1,1,0
"8209",0,1,"SCHID48_STID131",0,0,"SCHID48_STID155","SCHID48_STID129","SCHID48_STID189","SCHID48_STID209",NA,NA,NA,NA,NA,NA,7,0,0,48,0,1,1,1
