"","treatment","woreAnticonflictWristband","studentID","eligible","hasOlderSiblings","friend1","friend2","friend3","friend4","friend5","friend6","friend7","friend8","friend9","friend10","grade","black","female","school_id","student_block","hasCellphone","hasCollegePlan","hispanic"
"1",0,1,"SCHID1_STID1",0,1,"SCHID1_STID12","SCHID1_STID999","SCHID1_STID140","SCHID1_STID13","SCHID1_STID28","SCHID1_STID22","SCHID1_STID2","SCHID1_STID32","SCHID1_STID178","SCHID1_STID77",6,0,1,1,0,1,1,0
"2",0,0,"SCHID1_STID2",1,1,"SCHID1_STID21","SCHID1_STID31","SCHID1_STID7","SCHID1_STID20","SCHID1_STID13","SCHID1_STID9","SCHID1_STID32",NA,NA,NA,6,0,1,1,4,1,1,0
"3",0,0,"SCHID1_STID3",0,1,"SCHID1_STID999","SCHID1_STID1","SCHID1_STID45","SCHID1_STID20","SCHID1_STID72","SCHID1_STID203","SCHID1_STID24","SCHID1_STID31","SCHID1_STID21","SCHID1_STID14",6,0,1,1,0,1,0,0
"4",0,1,"SCHID1_STID4",0,0,"SCHID1_STID19","SCHID1_STID24","SCHID1_STID32","SCHID1_STID22","SCHID1_STID8","SCHID1_STID999","SCHID1_STID2",NA,NA,NA,6,0,1,1,0,1,1,1
"5",0,1,"SCHID1_STID5",0,0,"SCHID1_STID258","SCHID1_STID10","SCHID1_STID4","SCHID1_STID32","SCHID1_STID45","SCHID1_STID2","SCHID1_STID21",NA,NA,NA,6,0,1,1,0,1,1,1
"6",0,1,"SCHID1_STID6",0,0,"SCHID1_STID13","SCHID1_STID24","SCHID1_STID26","SCHID1_STID29","SCHID1_STID4","SCHID1_STID31","SCHID1_STID28","SCHID1_STID206","SCHID1_STID30","SCHID1_STID2",6,0,1,1,0,1,1,1
"7",0,NA,"SCHID1_STID7",0,1,"SCHID1_STID9","SCHID1_STID21","SCHID1_STID20","SCHID1_STID2","SCHID1_STID37","SCHID1_STID65","SCHID1_STID18","SCHID1_STID52","SCHID1_STID53","SCHID1_STID11",6,0,1,1,0,1,1,0
"8",0,0,"SCHID1_STID8",0,1,"SCHID1_STID184","SCHID1_STID229","SCHID1_STID22","SCHID1_STID28","SCHID1_STID13","SCHID1_STID110","SCHID1_STID195","SCHID1_STID80","SCHID1_STID23","SCHID1_STID233",6,0,1,1,0,0,1,1
"9",0,1,"SCHID1_STID9",0,0,"SCHID1_STID21","SCHID1_STID7","SCHID1_STID20","SCHID1_STID31","SCHID1_STID18","SCHID1_STID2","SCHID1_STID32","SCHID1_STID37","SCHID1_STID53","SCHID1_STID11",6,0,1,1,0,1,1,0
"10",0,0,"SCHID1_STID10",0,1,"SCHID1_STID247","SCHID1_STID203","SCHID1_STID204","SCHID1_STID15","SCHID1_STID45","SCHID1_STID71","SCHID1_STID27","SCHID1_STID30","SCHID1_STID268",NA,6,0,1,1,0,1,1,0
"11",0,1,"SCHID1_STID11",0,0,"SCHID1_STID17","SCHID1_STID262","SCHID1_STID257",NA,NA,NA,NA,NA,NA,NA,6,0,1,1,0,1,1,1
"12",1,0,"SCHID1_STID13",1,1,"SCHID1_STID28","SCHID1_STID12","SCHID1_STID19","SCHID1_STID22","SCHID1_STID8","SCHID1_STID80",NA,NA,NA,NA,6,0,1,1,4,1,1,0
"13",0,0,"SCHID1_STID14",1,NA,"SCHID1_STID999","SCHID1_STID999","SCHID1_STID999",NA,NA,NA,NA,NA,NA,NA,6,0,1,1,4,1,1,0
"14",0,1,"SCHID1_STID15",0,1,"SCHID1_STID23","SCHID1_STID30","SCHID1_STID10","SCHID1_STID28","SCHID1_STID31","SCHID1_STID2","SCHID1_STID1","SCHID1_STID4","SCHID1_STID268","SCHID1_STID269",6,0,1,1,0,0,1,1
"15",0,1,"SCHID1_STID16",0,0,"SCHID1_STID1","SCHID1_STID4","SCHID1_STID8","SCHID1_STID32","SCHID1_STID28","SCHID1_STID22","SCHID1_STID19","SCHID1_STID10","SCHID1_STID24","SCHID1_STID20",6,0,1,1,0,1,1,1
"16",0,1,"SCHID1_STID17",0,0,"SCHID1_STID11","SCHID1_STID257","SCHID1_STID262",NA,NA,NA,NA,NA,NA,NA,6,0,1,1,0,1,1,1
"17",0,0,"SCHID1_STID18",0,0,"SCHID1_STID31","SCHID1_STID9","SCHID1_STID7","SCHID1_STID12","SCHID1_STID77","SCHID1_STID270",NA,NA,NA,NA,6,0,1,1,0,1,1,0
"18",0,0,"SCHID1_STID19",0,0,"SCHID1_STID16","SCHID1_STID32","SCHID1_STID28","SCHID1_STID13","SCHID1_STID24","SCHID1_STID22","SCHID1_STID17","SCHID1_STID12","SCHID1_STID1","SCHID1_STID20",6,0,1,1,0,1,1,1
"19",0,1,"SCHID1_STID20",0,1,"SCHID1_STID24","SCHID1_STID65","SCHID1_STID55","SCHID1_STID21","SCHID1_STID28","SCHID1_STID7","SCHID1_STID37","SCHID1_STID59","SCHID1_STID49","SCHID1_STID178",6,0,1,1,0,1,1,1
"20",0,1,"SCHID1_STID21",0,1,"SCHID1_STID9","SCHID1_STID32","SCHID1_STID70","SCHID1_STID20","SCHID1_STID47","SCHID1_STID59","SCHID1_STID7","SCHID1_STID49","SCHID1_STID37","SCHID1_STID62",6,0,1,1,0,1,1,0
"21",0,NA,"SCHID1_STID22",0,1,"SCHID1_STID22","SCHID1_STID28","SCHID1_STID13","SCHID1_STID8","SCHID1_STID80","SCHID1_STID108","SCHID1_STID220","SCHID1_STID232","SCHID1_STID111","SCHID1_STID233",6,0,1,1,0,1,1,1
"22",1,1,"SCHID1_STID23",1,0,"SCHID1_STID15","SCHID1_STID30","SCHID1_STID999","SCHID1_STID10","SCHID1_STID11",NA,NA,NA,NA,NA,6,0,1,1,4,1,1,0
"23",0,1,"SCHID1_STID24",0,0,"SCHID1_STID272","SCHID1_STID20","SCHID1_STID6","SCHID1_STID26","SCHID1_STID32","SCHID1_STID137","SCHID1_STID22","SCHID1_STID19","SCHID1_STID268","SCHID1_STID12",6,0,1,1,0,0,1,1
"24",1,1,"SCHID1_STID25",1,1,"SCHID1_STID6","SCHID1_STID66","SCHID1_STID4","SCHID1_STID54","SCHID1_STID29","SCHID1_STID18","SCHID1_STID12","SCHID1_STID14","SCHID1_STID24","SCHID1_STID270",6,0,1,1,4,1,0,0
"25",0,1,"SCHID1_STID26",0,0,"SCHID1_STID29","SCHID1_STID6","SCHID1_STID24","SCHID1_STID13","SCHID1_STID30","SCHID1_STID48",NA,NA,NA,NA,6,0,1,1,0,1,0,0
"26",0,NA,"SCHID1_STID27",0,1,"SCHID1_STID259","SCHID1_STID19","SCHID1_STID59","SCHID1_STID47","SCHID1_STID42","SCHID1_STID3","SCHID1_STID12","SCHID1_STID203","SCHID1_STID204","SCHID1_STID45",6,0,1,1,0,1,1,1
"27",0,1,"SCHID1_STID28",0,1,"SCHID1_STID8","SCHID1_STID13","SCHID1_STID19","SCHID1_STID22","SCHID1_STID77","SCHID1_STID79","SCHID1_STID87","SCHID1_STID47","SCHID1_STID85","SCHID1_STID89",6,0,1,1,0,1,1,1
"28",0,1,"SCHID1_STID29",0,0,"SCHID1_STID26","SCHID1_STID6","SCHID1_STID13","SCHID1_STID32","SCHID1_STID10",NA,NA,NA,NA,NA,6,0,1,1,0,1,1,0
"29",0,1,"SCHID1_STID30",0,0,"SCHID1_STID257","SCHID1_STID15","SCHID1_STID23","SCHID1_STID270","SCHID1_STID196","SCHID1_STID25","SCHID1_STID33","SCHID1_STID31","SCHID1_STID3","SCHID1_STID26",6,0,1,1,0,1,1,0
"30",0,1,"SCHID1_STID31",0,1,"SCHID1_STID18","SCHID1_STID2","SCHID1_STID7","SCHID1_STID9","SCHID1_STID15",NA,NA,NA,NA,NA,6,0,1,1,0,0,1,0
"31",0,1,"SCHID1_STID32",0,1,"SCHID1_STID19","SCHID1_STID17","SCHID1_STID22","SCHID1_STID24","SCHID1_STID13","SCHID1_STID12","SCHID1_STID1","SCHID1_STID2","SCHID1_STID6","SCHID1_STID7",6,0,1,1,0,0,0,1
"32",1,0,"SCHID1_STID33",1,1,"SCHID1_STID49","SCHID1_STID40","SCHID1_STID270","SCHID1_STID65","SCHID1_STID37","SCHID1_STID47","SCHID1_STID18","SCHID1_STID46",NA,NA,6,0,0,1,3,1,1,0
"33",0,1,"SCHID1_STID34",0,0,"SCHID1_STID47","SCHID1_STID58","SCHID1_STID33","SCHID1_STID49","SCHID1_STID264","SCHID1_STID135","SCHID1_STID163","SCHID1_STID161","SCHID1_STID146","SCHID1_STID147",6,0,0,1,0,1,1,0
"34",0,1,"SCHID1_STID35",0,1,"SCHID1_STID272","SCHID1_STID55","SCHID1_STID37","SCHID1_STID61","SCHID1_STID73","SCHID1_STID178","SCHID1_STID65",NA,NA,NA,6,0,0,1,0,1,0,1
"35",0,1,"SCHID1_STID36",0,1,"SCHID1_STID71","SCHID1_STID--blank--","SCHID1_STID--blank--",NA,NA,NA,NA,NA,NA,NA,6,0,0,1,0,0,1,0
"36",0,0,"SCHID1_STID37",0,1,"SCHID1_STID60","SCHID1_STID33","SCHID1_STID49","SCHID1_STID55","SCHID1_STID47","SCHID1_STID53","SCHID1_STID40","SCHID1_STID52","SCHID1_STID59","SCHID1_STID61",6,0,0,1,0,1,0,0
"37",1,1,"SCHID1_STID38",1,1,"SCHID1_STID48","SCHID1_STID57","SCHID1_STID69",NA,NA,NA,NA,NA,NA,NA,6,0,0,1,3,1,1,0
"38",0,0,"SCHID1_STID39",0,0,"SCHID1_STID48","SCHID1_STID71","SCHID1_STID66","SCHID1_STID41","SCHID1_STID60","SCHID1_STID51","SCHID1_STID257","SCHID1_STID270",NA,NA,6,0,0,1,0,1,1,0
"39",0,0,"SCHID1_STID40",0,1,"SCHID1_STID33","SCHID1_STID49","SCHID1_STID37","SCHID1_STID30","SCHID1_STID270","SCHID1_STID46","SCHID1_STID55","SCHID1_STID53",NA,NA,6,0,0,1,0,1,1,0
"40",0,0,"SCHID1_STID41",0,0,"SCHID1_STID37","SCHID1_STID64","SCHID1_STID53","SCHID1_STID66","SCHID1_STID46","SCHID1_STID60","SCHID1_STID57","SCHID1_STID52","SCHID1_STID58","SCHID1_STID47",6,0,0,1,0,1,1,0
"41",0,0,"SCHID1_STID43",0,0,"SCHID1_STID44","SCHID1_STID52","SCHID1_STID61","SCHID1_STID72","SCHID1_STID35","SCHID1_STID272","SCHID1_STID53",NA,NA,NA,6,0,0,1,0,1,0,1
"42",0,0,"SCHID1_STID44",0,0,"SCHID1_STID56","SCHID1_STID57","SCHID1_STID46","SCHID1_STID63","SCHID1_STID67","SCHID1_STID52","SCHID1_STID62",NA,NA,NA,6,0,0,1,0,1,0,1
"43",0,1,"SCHID1_STID45",0,1,"SCHID1_STID27","SCHID1_STID52","SCHID1_STID65","SCHID1_STID10","SCHID1_STID5","SCHID1_STID259","SCHID1_STID264","SCHID1_STID258","SCHID1_STID3","SCHID1_STID37",6,1,0,1,0,1,1,0
"44",0,1,"SCHID1_STID46",0,1,"SCHID1_STID57","SCHID1_STID52","SCHID1_STID44","SCHID1_STID67","SCHID1_STID56","SCHID1_STID68",NA,NA,NA,NA,6,0,0,1,0,NA,1,1
"45",0,1,"SCHID1_STID47",1,1,"SCHID1_STID68","SCHID1_STID228","SCHID1_STID146","SCHID1_STID28","SCHID1_STID13","SCHID1_STID264","SCHID1_STID33","SCHID1_STID49",NA,NA,6,0,0,1,3,1,1,0
"46",0,NA,"SCHID1_STID48",0,1,"SCHID1_STID38","SCHID1_STID34","SCHID1_STID71","SCHID1_STID60","SCHID1_STID45","SCHID1_STID69","SCHID1_STID26","SCHID1_STID72","SCHID1_STID56","SCHID1_STID58",6,0,0,1,0,1,0,1
"47",0,1,"SCHID1_STID49",1,1,"SCHID1_STID33","SCHID1_STID37","SCHID1_STID40","SCHID1_STID47","SCHID1_STID58",NA,NA,NA,NA,NA,6,0,0,1,3,1,1,1
"48",0,NA,"SCHID1_STID50",0,1,"SCHID1_STID74","SCHID1_STID48","SCHID1_STID42","SCHID1_STID207","SCHID1_STID82",NA,NA,NA,NA,NA,6,1,0,1,0,1,0,1
"49",0,1,"SCHID1_STID51",0,0,"SCHID1_STID52","SCHID1_STID47","SCHID1_STID57","SCHID1_STID46","SCHID1_STID69","SCHID1_STID32","SCHID1_STID41","SCHID1_STID49","SCHID1_STID19","SCHID1_STID4",6,0,0,1,0,1,1,1
"50",0,1,"SCHID1_STID52",0,0,"SCHID1_STID51","SCHID1_STID53","SCHID1_STID46","SCHID1_STID67","SCHID1_STID64","SCHID1_STID49","SCHID1_STID44","SCHID1_STID41","SCHID1_STID63","SCHID1_STID62",6,1,0,1,0,1,1,0
"51",0,1,"SCHID1_STID53",0,0,"SCHID1_STID33","SCHID1_STID49","SCHID1_STID37","SCHID1_STID52","SCHID1_STID40","SCHID1_STID41","SCHID1_STID30","SCHID1_STID38",NA,NA,6,0,0,1,0,1,1,0
"52",1,1,"SCHID1_STID54",1,0,"SCHID1_STID25","SCHID1_STID52","SCHID1_STID57","SCHID1_STID47","SCHID1_STID21","SCHID1_STID66","SCHID1_STID272","SCHID1_STID257","SCHID1_STID262",NA,6,0,0,1,3,1,1,0
"53",0,1,"SCHID1_STID55",0,1,"SCHID1_STID37","SCHID1_STID35","SCHID1_STID59","SCHID1_STID61","SCHID1_STID45","SCHID1_STID2","SCHID1_STID13","SCHID1_STID12","SCHID1_STID27","SCHID1_STID28",6,0,0,1,0,1,0,1
"54",0,1,"SCHID1_STID56",0,1,"SCHID1_STID44","SCHID1_STID65","SCHID1_STID255","SCHID1_STID229","SCHID1_STID223","SCHID1_STID72","SCHID1_STID70","SCHID1_STID67","SCHID1_STID59","SCHID1_STID163",6,0,0,1,0,1,0,0
"55",0,1,"SCHID1_STID57",0,1,"SCHID1_STID46","SCHID1_STID37","SCHID1_STID59","SCHID1_STID64","SCHID1_STID69","SCHID1_STID67","SCHID1_STID44","SCHID1_STID47","SCHID1_STID100","SCHID1_STID49",6,0,0,1,0,1,1,1
"56",0,0,"SCHID1_STID58",0,1,"SCHID1_STID49","SCHID1_STID47","SCHID1_STID34","SCHID1_STID53","SCHID1_STID33","SCHID1_STID56","SCHID1_STID37","SCHID1_STID64","SCHID1_STID67","SCHID1_STID59",6,0,0,1,0,1,0,0
"57",0,0,"SCHID1_STID59",0,0,"SCHID1_STID229","SCHID1_STID37","SCHID1_STID60","SCHID1_STID162","SCHID1_STID55","SCHID1_STID70","SCHID1_STID85","SCHID1_STID65","SCHID1_STID119","SCHID1_STID240",6,0,0,1,0,1,1,0
"58",0,NA,"SCHID1_STID60",0,1,"SCHID1_STID37","SCHID1_STID59","SCHID1_STID71","SCHID1_STID61","SCHID1_STID7","SCHID1_STID20","SCHID1_STID51","SCHID1_STID163","SCHID1_STID70","SCHID1_STID69",6,0,0,1,0,1,1,0
"59",0,NA,"SCHID1_STID61",1,1,"SCHID1_STID35","SCHID1_STID55","SCHID1_STID43","SCHID1_STID272",NA,NA,NA,NA,NA,NA,6,1,0,1,3,1,1,0
"60",0,0,"SCHID1_STID62",0,1,"SCHID1_STID63","SCHID1_STID64","SCHID1_STID44","SCHID1_STID67",NA,NA,NA,NA,NA,NA,6,0,0,1,0,1,1,1
"61",0,1,"SCHID1_STID63",0,1,"SCHID1_STID62","SCHID1_STID64","SCHID1_STID44","SCHID1_STID57","SCHID1_STID68","SCHID1_STID45","SCHID1_STID70",NA,NA,NA,6,0,0,1,0,1,1,1
"62",0,0,"SCHID1_STID64",0,1,"SCHID1_STID63","SCHID1_STID57","SCHID1_STID62","SCHID1_STID53","SCHID1_STID52","SCHID1_STID54","SCHID1_STID69","SCHID1_STID68","SCHID1_STID41","SCHID1_STID46",6,0,0,1,0,0,1,0
"63",0,1,"SCHID1_STID65",0,1,"SCHID1_STID59","SCHID1_STID45","SCHID1_STID56","SCHID1_STID57","SCHID1_STID55","SCHID1_STID28","SCHID1_STID32","SCHID1_STID7",NA,NA,6,0,0,1,0,1,1,0
"64",0,1,"SCHID1_STID66",0,0,"SCHID1_STID60","SCHID1_STID39","SCHID1_STID41","SCHID1_STID47","SCHID1_STID146","SCHID1_STID52","SCHID1_STID54","SCHID1_STID57","SCHID1_STID51","SCHID1_STID65",6,0,0,1,0,1,0,0
"65",0,1,"SCHID1_STID67",0,NA,"SCHID1_STID56","SCHID1_STID51","SCHID1_STID59","SCHID1_STID52","SCHID1_STID44","SCHID1_STID4","SCHID1_STID57","SCHID1_STID72","SCHID1_STID37","SCHID1_STID55",6,0,0,1,0,1,NA,1
"66",0,0,"SCHID1_STID68",0,1,"SCHID1_STID228","SCHID1_STID47","SCHID1_STID65","SCHID1_STID59","SCHID1_STID32","SCHID1_STID28","SCHID1_STID52","SCHID1_STID46","SCHID1_STID56","SCHID1_STID22",6,0,0,1,0,1,0,1
"67",1,1,"SCHID1_STID69",1,1,"SCHID1_STID33","SCHID1_STID49","SCHID1_STID48","SCHID1_STID57","SCHID1_STID38","SCHID1_STID37","SCHID1_STID65","SCHID1_STID59","SCHID1_STID72","SCHID1_STID62",6,0,0,1,3,1,1,1
"68",0,1,"SCHID1_STID70",0,0,"SCHID1_STID59","SCHID1_STID32","SCHID1_STID56","SCHID1_STID77","SCHID1_STID87","SCHID1_STID88","SCHID1_STID47","SCHID1_STID45","SCHID1_STID52","SCHID1_STID64",6,0,0,1,0,1,1,0
"69",0,NA,"SCHID1_STID71",0,1,"SCHID1_STID36","SCHID1_STID--blank--","SCHID1_STID--blank--",NA,NA,NA,NA,NA,NA,NA,6,0,0,1,0,0,NA,0
"70",0,0,"SCHID1_STID72",0,1,"SCHID1_STID61","SCHID1_STID43","SCHID1_STID48","SCHID1_STID36","SCHID1_STID56","SCHID1_STID67",NA,NA,NA,NA,6,1,0,1,0,0,1,0
"71",0,0,"SCHID1_STID75",0,0,"SCHID1_STID90","SCHID1_STID103","SCHID1_STID100","SCHID1_STID110","SCHID1_STID93","SCHID1_STID102","SCHID1_STID76","SCHID1_STID80",NA,NA,7,0,1,1,0,0,1,0
"72",0,0,"SCHID1_STID77",0,1,"SCHID1_STID87","SCHID1_STID85","SCHID1_STID94","SCHID1_STID265","SCHID1_STID103","SCHID1_STID110","SCHID1_STID111","SCHID1_STID137","SCHID1_STID155","SCHID1_STID168",7,0,1,1,0,1,1,1
"73",0,1,"SCHID1_STID78",0,1,"SCHID1_STID98","SCHID1_STID--blank--","SCHID1_STID--blank--",NA,NA,NA,NA,NA,NA,NA,7,0,1,1,0,1,0,1
"74",0,0,"SCHID1_STID79",0,1,"SCHID1_STID111","SCHID1_STID105","SCHID1_STID98","SCHID1_STID139","SCHID1_STID180","SCHID1_STID182","SCHID1_STID209","SCHID1_STID165","SCHID1_STID141","SCHID1_STID155",7,0,1,1,0,1,1,0
"75",0,1,"SCHID1_STID80",0,1,"SCHID1_STID100","SCHID1_STID84","SCHID1_STID89","SCHID1_STID108","SCHID1_STID22","SCHID1_STID259","SCHID1_STID104","SCHID1_STID12","SCHID1_STID13","SCHID1_STID28",7,0,1,1,0,1,1,1
"76",0,1,"SCHID1_STID81",0,0,"SCHID1_STID265","SCHID1_STID87","SCHID1_STID111","SCHID1_STID85","SCHID1_STID86","SCHID1_STID103","SCHID1_STID77","SCHID1_STID147","SCHID1_STID141","SCHID1_STID84",7,0,1,1,0,1,1,1
"77",1,NA,"SCHID1_STID82",1,1,"SCHID1_STID207","SCHID1_STID212","SCHID1_STID173","SCHID1_STID14","SCHID1_STID91","SCHID1_STID102","SCHID1_STID106","SCHID1_STID27","SCHID1_STID92","SCHID1_STID99",7,0,1,1,2,0,1,0
"78",0,1,"SCHID1_STID83",0,0,"SCHID1_STID107","SCHID1_STID--blank--","SCHID1_STID--blank--",NA,NA,NA,NA,NA,NA,NA,7,0,1,1,0,1,1,0
"79",0,1,"SCHID1_STID84",0,1,"SCHID1_STID259","SCHID1_STID80","SCHID1_STID108","SCHID1_STID100","SCHID1_STID111","SCHID1_STID88",NA,NA,NA,NA,7,0,1,1,0,1,1,1
"80",0,0,"SCHID1_STID85",1,1,"SCHID1_STID103","SCHID1_STID999","SCHID1_STID89","SCHID1_STID87","SCHID1_STID97","SCHID1_STID104","SCHID1_STID81","SCHID1_STID77","SCHID1_STID159","SCHID1_STID110",7,0,1,1,2,1,1,0
"81",0,1,"SCHID1_STID86",0,NA,"SCHID1_STID152","SCHID1_STID87","SCHID1_STID178","SCHID1_STID185","SCHID1_STID81","SCHID1_STID110","SCHID1_STID111","SCHID1_STID97","SCHID1_STID94","SCHID1_STID265",7,1,1,1,0,1,1,1
"82",0,0,"SCHID1_STID87",0,1,"SCHID1_STID85","SCHID1_STID77","SCHID1_STID103","SCHID1_STID110","SCHID1_STID265","SCHID1_STID180","SCHID1_STID88",NA,NA,NA,7,0,1,1,0,1,0,1
"83",0,0,"SCHID1_STID88",0,1,"SCHID1_STID94","SCHID1_STID111","SCHID1_STID97","SCHID1_STID84","SCHID1_STID87","SCHID1_STID999",NA,NA,NA,NA,7,0,1,1,0,1,1,1
"84",0,1,"SCHID1_STID89",0,1,"SCHID1_STID85","SCHID1_STID80","SCHID1_STID87","SCHID1_STID103","SCHID1_STID104","SCHID1_STID77","SCHID1_STID111","SCHID1_STID116","SCHID1_STID108","SCHID1_STID265",7,0,1,1,0,1,1,0
"85",1,1,"SCHID1_STID90",1,0,"SCHID1_STID75","SCHID1_STID200","SCHID1_STID194","SCHID1_STID105","SCHID1_STID100","SCHID1_STID111","SCHID1_STID103",NA,NA,NA,7,0,1,1,2,1,1,0
"86",0,1,"SCHID1_STID92",0,1,"SCHID1_STID259","SCHID1_STID12","SCHID1_STID13","SCHID1_STID18","SCHID1_STID77","SCHID1_STID79","SCHID1_STID80","SCHID1_STID85","SCHID1_STID87","SCHID1_STID89",7,0,1,1,0,0,0,1
"87",1,1,"SCHID1_STID93",1,0,"SCHID1_STID102","SCHID1_STID206","SCHID1_STID48",NA,NA,NA,NA,NA,NA,NA,7,NA,1,1,2,1,1,NA
"88",0,1,"SCHID1_STID94",0,1,"SCHID1_STID77","SCHID1_STID88","SCHID1_STID97","SCHID1_STID220","SCHID1_STID110","SCHID1_STID103","SCHID1_STID146","SCHID1_STID154","SCHID1_STID245","SCHID1_STID87",7,0,1,1,0,1,1,1
"89",0,1,"SCHID1_STID96",0,0,"SCHID1_STID12","SCHID1_STID105","SCHID1_STID115","SCHID1_STID76","SCHID1_STID114","SCHID1_STID107","SCHID1_STID131","SCHID1_STID140","SCHID1_STID135","SCHID1_STID13",7,0,1,1,0,1,1,0
"90",0,1,"SCHID1_STID97",0,1,"SCHID1_STID94","SCHID1_STID110","SCHID1_STID87","SCHID1_STID85","SCHID1_STID103","SCHID1_STID265","SCHID1_STID141","SCHID1_STID156","SCHID1_STID159","SCHID1_STID229",7,0,1,1,0,1,1,1
"91",0,1,"SCHID1_STID98",0,0,"SCHID1_STID78","SCHID1_STID79","SCHID1_STID96","SCHID1_STID109","SCHID1_STID101","SCHID1_STID114",NA,NA,NA,NA,7,0,1,1,0,1,1,1
"92",0,1,"SCHID1_STID99",0,1,"SCHID1_STID101","SCHID1_STID92","SCHID1_STID79","SCHID1_STID80","SCHID1_STID85","SCHID1_STID87","SCHID1_STID96","SCHID1_STID104","SCHID1_STID105","SCHID1_STID89",7,0,1,1,0,0,1,1
"93",0,1,"SCHID1_STID100",0,0,"SCHID1_STID90","SCHID1_STID80","SCHID1_STID108","SCHID1_STID76","SCHID1_STID96","SCHID1_STID102","SCHID1_STID75","SCHID1_STID87","SCHID1_STID205","SCHID1_STID81",7,0,1,1,0,1,1,0
"94",1,1,"SCHID1_STID101",1,1,"SCHID1_STID92","SCHID1_STID99","SCHID1_STID83","SCHID1_STID82","SCHID1_STID26","SCHID1_STID111","SCHID1_STID98","SCHID1_STID78","SCHID1_STID259",NA,7,1,1,1,2,1,0,0
"95",0,1,"SCHID1_STID102",0,1,"SCHID1_STID93","SCHID1_STID133","SCHID1_STID206","SCHID1_STID142","SCHID1_STID111","SCHID1_STID75","SCHID1_STID70","SCHID1_STID6","SCHID1_STID82","SCHID1_STID88",7,0,1,1,0,NA,1,1
"96",0,0,"SCHID1_STID103",0,1,"SCHID1_STID85","SCHID1_STID77","SCHID1_STID81","SCHID1_STID87","SCHID1_STID89","SCHID1_STID104","SCHID1_STID97","SCHID1_STID94","SCHID1_STID90","SCHID1_STID110",7,0,1,1,0,1,1,0
"97",0,0,"SCHID1_STID104",1,0,"SCHID1_STID89","SCHID1_STID85","SCHID1_STID80","SCHID1_STID100","SCHID1_STID103","SCHID1_STID28","SCHID1_STID87","SCHID1_STID265","SCHID1_STID259",NA,7,0,1,1,2,1,1,0
"98",0,1,"SCHID1_STID105",0,0,"SCHID1_STID76","SCHID1_STID96","SCHID1_STID90","SCHID1_STID107","SCHID1_STID83","SCHID1_STID180",NA,NA,NA,NA,7,0,1,1,0,1,1,0
"99",0,0,"SCHID1_STID106",0,1,"SCHID1_STID91","SCHID1_STID143","SCHID1_STID82","SCHID1_STID134",NA,NA,NA,NA,NA,NA,7,0,1,1,0,0,0,0
"100",0,0,"SCHID1_STID107",0,0,"SCHID1_STID83","SCHID1_STID90","SCHID1_STID109","SCHID1_STID95","SCHID1_STID100","SCHID1_STID105","SCHID1_STID114","SCHID1_STID144","SCHID1_STID76",NA,7,0,1,1,0,1,1,1
"101",0,1,"SCHID1_STID108",0,1,"SCHID1_STID80","SCHID1_STID100","SCHID1_STID84","SCHID1_STID89","SCHID1_STID259","SCHID1_STID164","SCHID1_STID129","SCHID1_STID148",NA,NA,7,0,1,1,0,1,1,1
"102",0,1,"SCHID1_STID109",0,1,"SCHID1_STID95","SCHID1_STID146","SCHID1_STID170","SCHID1_STID111","SCHID1_STID107","SCHID1_STID115","SCHID1_STID123","SCHID1_STID168","SCHID1_STID160","SCHID1_STID98",7,0,1,1,0,1,0,1
"103",0,1,"SCHID1_STID110",0,0,"SCHID1_STID97","SCHID1_STID94","SCHID1_STID77","SCHID1_STID87","SCHID1_STID265","SCHID1_STID85","SCHID1_STID103","SCHID1_STID111","SCHID1_STID137","SCHID1_STID231",7,0,1,1,0,1,1,1
"104",0,1,"SCHID1_STID111",0,1,"SCHID1_STID77","SCHID1_STID110","SCHID1_STID88","SCHID1_STID265","SCHID1_STID97","SCHID1_STID165","SCHID1_STID264","SCHID1_STID115","SCHID1_STID155","SCHID1_STID156",7,0,1,1,0,1,1,1
"105",0,NA,"SCHID1_STID112",0,0,"SCHID1_STID121","SCHID1_STID104","SCHID1_STID89","SCHID1_STID144","SCHID1_STID114","SCHID1_STID76",NA,NA,NA,NA,7,0,0,1,0,1,1,0
"106",0,1,"SCHID1_STID113",0,0,"SCHID1_STID143","SCHID1_STID170","SCHID1_STID166","SCHID1_STID163","SCHID1_STID146","SCHID1_STID135","SCHID1_STID158","SCHID1_STID118","SCHID1_STID160","SCHID1_STID130",7,0,0,1,0,1,1,0
"107",0,NA,"SCHID1_STID114",0,1,"SCHID1_STID144","SCHID1_STID126","SCHID1_STID166","SCHID1_STID156","SCHID1_STID136","SCHID1_STID135","SCHID1_STID247","SCHID1_STID254","SCHID1_STID253","SCHID1_STID226",7,0,0,1,0,1,1,1
"108",0,1,"SCHID1_STID115",0,1,"SCHID1_STID111","SCHID1_STID124","SCHID1_STID167","SCHID1_STID148","SCHID1_STID133","SCHID1_STID155","SCHID1_STID79",NA,NA,NA,7,0,0,1,0,0,1,0
"109",0,1,"SCHID1_STID116",0,0,"SCHID1_STID118","SCHID1_STID159","SCHID1_STID171","SCHID1_STID137","SCHID1_STID132","SCHID1_STID87","SCHID1_STID85","SCHID1_STID167","SCHID1_STID149","SCHID1_STID141",7,0,0,1,0,1,1,0
